Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","234","Uruguay","5419","Yield","560","Grapes","2016","2016","hg/ha","153685","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","560","Grapes","2016","2016","tonnes","104506","","Official data"
"QC","Crops","234","Uruguay","5312","Area harvested","242","Groundnuts, with shell","2016","2016","ha","3296","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5419","Yield","242","Groundnuts, with shell","2016","2016","hg/ha","5391","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","242","Groundnuts, with shell","2016","2016","tonnes","1777","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5312","Area harvested","497","Lemons and limes","2016","2016","ha","1585","","Official data"
"QC","Crops","234","Uruguay","5419","Yield","497","Lemons and limes","2016","2016","hg/ha","225161","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","497","Lemons and limes","2016","2016","tonnes","35688","","Official data"
"QC","Crops","234","Uruguay","5312","Area harvested","333","Linseed","2016","2016","ha","3849","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5419","Yield","333","Linseed","2016","2016","hg/ha","12415","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","333","Linseed","2016","2016","tonnes","4779","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5312","Area harvested","56","Maize","2016","2016","ha","66000","","Official data"
"QC","Crops","234","Uruguay","5419","Yield","56","Maize","2016","2016","hg/ha","71364","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","56","Maize","2016","2016","tonnes","471000","","Official data"
"QC","Crops","234","Uruguay","5312","Area harvested","446","Maize, green","2016","2016","ha","78","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5419","Yield","446","Maize, green","2016","2016","hg/ha","73011","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","446","Maize, green","2016","2016","tonnes","568","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5312","Area harvested","568","Melons, other (inc.cantaloupes)","2016","2016","ha","147","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5419","Yield","568","Melons, other (inc.cantaloupes)","2016","2016","hg/ha","217822","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","568","Melons, other (inc.cantaloupes)","2016","2016","tonnes","3208","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5312","Area harvested","75","Oats","2016","2016","ha","22100","","Official data"
"QC","Crops","234","Uruguay","5419","Yield","75","Oats","2016","2016","hg/ha","19005","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","75","Oats","2016","2016","tonnes","42000","","Official data"
"QC","Crops","234","Uruguay","5312","Area harvested","260","Olives","2016","2016","ha","2985","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5419","Yield","260","Olives","2016","2016","hg/ha","20630","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","260","Olives","2016","2016","tonnes","6159","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5312","Area harvested","403","Onions, dry","2016","2016","ha","1416","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5419","Yield","403","Onions, dry","2016","2016","hg/ha","221108","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","403","Onions, dry","2016","2016","tonnes","31312","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5312","Area harvested","490","Oranges","2016","2016","ha","7418","","Official data"
"QC","Crops","234","Uruguay","5419","Yield","490","Oranges","2016","2016","hg/ha","187517","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","490","Oranges","2016","2016","tonnes","139100","","Official data"
"QC","Crops","234","Uruguay","5312","Area harvested","534","Peaches and nectarines","2016","2016","ha","1388","","Official data"
"QC","Crops","234","Uruguay","5419","Yield","534","Peaches and nectarines","2016","2016","hg/ha","92637","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","534","Peaches and nectarines","2016","2016","tonnes","12858","","Official data"
"QC","Crops","234","Uruguay","5312","Area harvested","521","Pears","2016","2016","ha","767","","Official data"
"QC","Crops","234","Uruguay","5419","Yield","521","Pears","2016","2016","hg/ha","65007","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","521","Pears","2016","2016","tonnes","4986","","Official data"
"QC","Crops","234","Uruguay","5312","Area harvested","187","Peas, dry","2016","2016","ha","1272","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5419","Yield","187","Peas, dry","2016","2016","hg/ha","21380","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","187","Peas, dry","2016","2016","tonnes","2719","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5312","Area harvested","536","Plums and sloes","2016","2016","ha","252","","Official data"
"QC","Crops","234","Uruguay","5419","Yield","536","Plums and sloes","2016","2016","hg/ha","49960","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","536","Plums and sloes","2016","2016","tonnes","1259","","Official data"
"QC","Crops","234","Uruguay","5312","Area harvested","116","Potatoes","2016","2016","ha","4424","","Official data"
"QC","Crops","234","Uruguay","5419","Yield","116","Potatoes","2016","2016","hg/ha","201175","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","116","Potatoes","2016","2016","tonnes","89000","","Official data"
"QC","Crops","234","Uruguay","5312","Area harvested","394","Pumpkins, squash and gourds","2016","2016","ha","2234","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5419","Yield","394","Pumpkins, squash and gourds","2016","2016","hg/ha","112449","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","394","Pumpkins, squash and gourds","2016","2016","tonnes","25123","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5312","Area harvested","523","Quinces","2016","2016","ha","169","","Official data"
"QC","Crops","234","Uruguay","5419","Yield","523","Quinces","2016","2016","hg/ha","275325","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","523","Quinces","2016","2016","tonnes","4653","","Official data"
"QC","Crops","234","Uruguay","5312","Area harvested","270","Rapeseed","2016","2016","ha","26000","","Official data"
"QC","Crops","234","Uruguay","5419","Yield","270","Rapeseed","2016","2016","hg/ha","15769","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","270","Rapeseed","2016","2016","tonnes","41000","","Official data"
"QC","Crops","234","Uruguay","5312","Area harvested","27","Rice, paddy","2016","2016","ha","164500","","Official data"
"QC","Crops","234","Uruguay","5419","Yield","27","Rice, paddy","2016","2016","hg/ha","85690","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","27","Rice, paddy","2016","2016","tonnes","1409600","","Official data"
"QC","Crops","234","Uruguay","5312","Area harvested","328","Seed cotton","2016","2016","ha","1","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5419","Yield","328","Seed cotton","2016","2016","hg/ha","63392","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","328","Seed cotton","2016","2016","tonnes","4","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5312","Area harvested","83","Sorghum","2016","2016","ha","67000","","Official data"
"QC","Crops","234","Uruguay","5419","Yield","83","Sorghum","2016","2016","hg/ha","35522","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","83","Sorghum","2016","2016","tonnes","238000","","Official data"
"QC","Crops","234","Uruguay","5312","Area harvested","236","Soybeans","2016","2016","ha","1140000","","Official data"
"QC","Crops","234","Uruguay","5419","Yield","236","Soybeans","2016","2016","hg/ha","19368","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","236","Soybeans","2016","2016","tonnes","2208000","","Official data"
"QC","Crops","234","Uruguay","5312","Area harvested","157","Sugar beet","2016","2016","ha","","M","Data not available"
"QC","Crops","234","Uruguay","5510","Production","157","Sugar beet","2016","2016","tonnes","","M","Data not available"
"QC","Crops","234","Uruguay","5312","Area harvested","156","Sugar cane","2016","2016","ha","7600","","Official data"
"QC","Crops","234","Uruguay","5419","Yield","156","Sugar cane","2016","2016","hg/ha","483816","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","156","Sugar cane","2016","2016","tonnes","367700","","Official data"
"QC","Crops","234","Uruguay","5312","Area harvested","267","Sunflower seed","2016","2016","ha","0","","Official data"
"QC","Crops","234","Uruguay","5510","Production","267","Sunflower seed","2016","2016","tonnes","0","","Official data"
"QC","Crops","234","Uruguay","5312","Area harvested","122","Sweet potatoes","2016","2016","ha","8747","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5419","Yield","122","Sweet potatoes","2016","2016","hg/ha","91446","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","122","Sweet potatoes","2016","2016","tonnes","79985","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5312","Area harvested","495","Tangerines, mandarins, clementines, satsumas","2016","2016","ha","5760","","Official data"
"QC","Crops","234","Uruguay","5419","Yield","495","Tangerines, mandarins, clementines, satsumas","2016","2016","hg/ha","165095","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","495","Tangerines, mandarins, clementines, satsumas","2016","2016","tonnes","95095","","Official data"
"QC","Crops","234","Uruguay","5312","Area harvested","826","Tobacco, unmanufactured","2016","2016","ha","827","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5419","Yield","826","Tobacco, unmanufactured","2016","2016","hg/ha","38732","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","826","Tobacco, unmanufactured","2016","2016","tonnes","3203","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5312","Area harvested","388","Tomatoes","2016","2016","ha","347","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5419","Yield","388","Tomatoes","2016","2016","hg/ha","851853","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","388","Tomatoes","2016","2016","tonnes","29573","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5312","Area harvested","463","Vegetables, fresh nes","2016","2016","ha","1909","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5419","Yield","463","Vegetables, fresh nes","2016","2016","hg/ha","210533","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","463","Vegetables, fresh nes","2016","2016","tonnes","40183","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5312","Area harvested","567","Watermelons","2016","2016","ha","646","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5419","Yield","567","Watermelons","2016","2016","hg/ha","171984","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","567","Watermelons","2016","2016","tonnes","11109","Im","FAO data based on imputation methodology"
"QC","Crops","234","Uruguay","5312","Area harvested","15","Wheat","2016","2016","ha","215000","","Official data"
"QC","Crops","234","Uruguay","5419","Yield","15","Wheat","2016","2016","hg/ha","35209","Fc","Calculated data"
"QC","Crops","234","Uruguay","5510","Production","15","Wheat","2016","2016","tonnes","757000","","Official data"
"QC","Crops","235","Uzbekistan","5312","Area harvested","221","Almonds, with shell","2016","2016","ha","7082","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","221","Almonds, with shell","2016","2016","hg/ha","38576","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","221","Almonds, with shell","2016","2016","tonnes","27321","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","515","Apples","2016","2016","ha","101726","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","515","Apples","2016","2016","hg/ha","110120","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","515","Apples","2016","2016","tonnes","1120209","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","526","Apricots","2016","2016","ha","56206","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","526","Apricots","2016","2016","hg/ha","117802","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","526","Apricots","2016","2016","tonnes","662123","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","366","Artichokes","2016","2016","ha","121","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","366","Artichokes","2016","2016","hg/ha","319330","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","366","Artichokes","2016","2016","tonnes","3867","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","44","Barley","2016","2016","ha","149221","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","44","Barley","2016","2016","hg/ha","16084","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","44","Barley","2016","2016","tonnes","240000","*","Unofficial figure"
"QC","Crops","235","Uzbekistan","5312","Area harvested","414","Beans, green","2016","2016","ha","611","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","414","Beans, green","2016","2016","hg/ha","123187","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","414","Beans, green","2016","2016","tonnes","7521","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","558","Berries nes","2016","2016","ha","100","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","558","Berries nes","2016","2016","hg/ha","117428","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","558","Berries nes","2016","2016","tonnes","1170","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","552","Blueberries","2016","2016","ha","99","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","552","Blueberries","2016","2016","hg/ha","70953","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","552","Blueberries","2016","2016","tonnes","701","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","181","Broad beans, horse beans, dry","2016","2016","ha","2622","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","181","Broad beans, horse beans, dry","2016","2016","hg/ha","60330","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","181","Broad beans, horse beans, dry","2016","2016","tonnes","15819","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","89","Buckwheat","2016","2016","ha","0","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5510","Production","89","Buckwheat","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","358","Cabbages and other brassicas","2016","2016","ha","13677","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","358","Cabbages and other brassicas","2016","2016","hg/ha","753185","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","358","Cabbages and other brassicas","2016","2016","tonnes","1030107","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","426","Carrots and turnips","2016","2016","ha","32762","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","426","Carrots and turnips","2016","2016","hg/ha","686934","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","426","Carrots and turnips","2016","2016","tonnes","2250559","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","108","Cereals, nes","2016","2016","ha","2819","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","108","Cereals, nes","2016","2016","hg/ha","48275","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","108","Cereals, nes","2016","2016","tonnes","13610","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","531","Cherries","2016","2016","ha","10808","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","531","Cherries","2016","2016","hg/ha","88145","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","531","Cherries","2016","2016","tonnes","95267","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","530","Cherries, sour","2016","2016","ha","5410","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","530","Cherries, sour","2016","2016","hg/ha","101178","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","530","Cherries, sour","2016","2016","tonnes","54742","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","191","Chick peas","2016","2016","ha","2777","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","191","Chick peas","2016","2016","hg/ha","23200","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","191","Chick peas","2016","2016","tonnes","6443","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","689","Chillies and peppers, dry","2016","2016","ha","1574","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","689","Chillies and peppers, dry","2016","2016","hg/ha","40342","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","689","Chillies and peppers, dry","2016","2016","tonnes","6350","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","401","Chillies and peppers, green","2016","2016","ha","985","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","401","Chillies and peppers, green","2016","2016","hg/ha","752868","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","401","Chillies and peppers, green","2016","2016","tonnes","74128","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","397","Cucumbers and gherkins","2016","2016","ha","19682","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","397","Cucumbers and gherkins","2016","2016","hg/ha","474199","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","397","Cucumbers and gherkins","2016","2016","tonnes","933310","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","550","Currants","2016","2016","ha","94","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","550","Currants","2016","2016","hg/ha","198033","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","550","Currants","2016","2016","tonnes","1861","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","399","Eggplants (aubergines)","2016","2016","ha","490","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","399","Eggplants (aubergines)","2016","2016","hg/ha","225059","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","399","Eggplants (aubergines)","2016","2016","tonnes","11028","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","569","Figs","2016","2016","ha","146","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","569","Figs","2016","2016","hg/ha","269793","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","569","Figs","2016","2016","tonnes","3942","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","512","Fruit, citrus nes","2016","2016","ha","182","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","512","Fruit, citrus nes","2016","2016","hg/ha","139981","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","512","Fruit, citrus nes","2016","2016","tonnes","2552","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","619","Fruit, fresh nes","2016","2016","ha","31057","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","619","Fruit, fresh nes","2016","2016","hg/ha","52952","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","619","Fruit, fresh nes","2016","2016","tonnes","164454","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","542","Fruit, pome nes","2016","2016","ha","9617","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","542","Fruit, pome nes","2016","2016","hg/ha","59586","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","542","Fruit, pome nes","2016","2016","tonnes","57305","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","541","Fruit, stone nes","2016","2016","ha","7872","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","541","Fruit, stone nes","2016","2016","hg/ha","108354","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","541","Fruit, stone nes","2016","2016","tonnes","85297","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","406","Garlic","2016","2016","ha","4780","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","406","Garlic","2016","2016","hg/ha","364342","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","406","Garlic","2016","2016","tonnes","174170","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","507","Grapefruit (inc. pomelos)","2016","2016","ha","158","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","507","Grapefruit (inc. pomelos)","2016","2016","hg/ha","196038","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","507","Grapefruit (inc. pomelos)","2016","2016","tonnes","3096","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","560","Grapes","2016","2016","ha","135134","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","560","Grapes","2016","2016","hg/ha","121535","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","560","Grapes","2016","2016","tonnes","1642349","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","242","Groundnuts, with shell","2016","2016","ha","1634","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","242","Groundnuts, with shell","2016","2016","hg/ha","42984","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","242","Groundnuts, with shell","2016","2016","tonnes","7024","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","225","Hazelnuts, with shell","2016","2016","ha","3156","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","225","Hazelnuts, with shell","2016","2016","hg/ha","11872","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","225","Hazelnuts, with shell","2016","2016","tonnes","3747","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","780","Jute","2016","2016","ha","366","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","780","Jute","2016","2016","hg/ha","101236","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","780","Jute","2016","2016","tonnes","3709","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","407","Leeks, other alliaceous vegetables","2016","2016","ha","367","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","407","Leeks, other alliaceous vegetables","2016","2016","hg/ha","100960","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","407","Leeks, other alliaceous vegetables","2016","2016","tonnes","3710","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","497","Lemons and limes","2016","2016","ha","120","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","497","Lemons and limes","2016","2016","hg/ha","75636","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","497","Lemons and limes","2016","2016","tonnes","909","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","201","Lentils","2016","2016","ha","1113","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","201","Lentils","2016","2016","hg/ha","9309","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","201","Lentils","2016","2016","tonnes","1036","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","372","Lettuce and chicory","2016","2016","ha","364","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","372","Lettuce and chicory","2016","2016","hg/ha","140286","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","372","Lettuce and chicory","2016","2016","tonnes","5110","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","333","Linseed","2016","2016","ha","3000","*","Unofficial figure"
"QC","Crops","235","Uzbekistan","5419","Yield","333","Linseed","2016","2016","hg/ha","3333","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","333","Linseed","2016","2016","tonnes","1000","*","Unofficial figure"
"QC","Crops","235","Uzbekistan","5312","Area harvested","56","Maize","2016","2016","ha","39700","","Official data"
"QC","Crops","235","Uzbekistan","5419","Yield","56","Maize","2016","2016","hg/ha","119570","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","56","Maize","2016","2016","tonnes","474693","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","79","Millet","2016","2016","ha","975","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","79","Millet","2016","2016","hg/ha","68121","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","79","Millet","2016","2016","tonnes","6642","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5510","Production","449","Mushrooms and truffles","2016","2016","tonnes","694","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","234","Nuts, nes","2016","2016","ha","291","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","234","Nuts, nes","2016","2016","hg/ha","107354","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","234","Nuts, nes","2016","2016","tonnes","3120","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","75","Oats","2016","2016","ha","0","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5510","Production","75","Oats","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","339","Oilseeds nes","2016","2016","ha","4187","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","339","Oilseeds nes","2016","2016","hg/ha","7748","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","339","Oilseeds nes","2016","2016","tonnes","3244","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","260","Olives","2016","2016","ha","117","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","260","Olives","2016","2016","hg/ha","9869","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","260","Olives","2016","2016","tonnes","116","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","403","Onions, dry","2016","2016","ha","28437","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5419","Yield","403","Onions, dry","2016","2016","hg/ha","416657","Fc","Calculated data"
"QC","Crops","235","Uzbekistan","5510","Production","403","Onions, dry","2016","2016","tonnes","1184863","Im","FAO data based on imputation methodology"
"QC","Crops","235","Uzbekistan","5312","Area harvested","534","Peaches and nectarines","2016","2016","ha","19376","Im","FAO data based on imputation methodology"
